variable,family
"DeltaC[P035,P019]",DeltaC
"DeltaC[P036,P019]",DeltaC
"DeltaC[P037,P019]",DeltaC
"DeltaC[P038,P019]",DeltaC
"DeltaC[P039,P019]",DeltaC
"DeltaC[P040,P019]",DeltaC
"DeltaC[P041,P019]",DeltaC
"DeltaC[P042,P019]",DeltaC
"DeltaC[P043,P019]",DeltaC
"DeltaC[P044,P019]",DeltaC
"DeltaC[P045,P019]",DeltaC
"DeltaC[P046,P019]",DeltaC
"DeltaC[P047,P019]",DeltaC
"DeltaC[P048,P019]",DeltaC
"DeltaC[P049,P019]",DeltaC
"DeltaC[P050,P019]",DeltaC
"DeltaC[P051,P019]",DeltaC
"DeltaC[P052,P019]",DeltaC
"DeltaC[P053,P019]",DeltaC
"DeltaC[P054,P019]",DeltaC
"DeltaC[P055,P019]",DeltaC
"DeltaC[P056,P019]",DeltaC
"DeltaC[P057,P019]",DeltaC
"DeltaC[P058,P019]",DeltaC
"DeltaC[P059,P019]",DeltaC
"DeltaC[P060,P019]",DeltaC
"DeltaC[P061,P019]",DeltaC
"DeltaC[P062,P019]",DeltaC
"DeltaC[P063,P019]",DeltaC
"DeltaC[P064,P019]",DeltaC
"DeltaC[P065,P019]",DeltaC
"DeltaC[P066,P019]",DeltaC
"DeltaC[P067,P019]",DeltaC
"DeltaC[P068,P019]",DeltaC
"DeltaC[P069,P019]",DeltaC
"DeltaC[P070,P019]",DeltaC
"DeltaC[P071,P019]",DeltaC
"DeltaC[P072,P019]",DeltaC
"DeltaC[P073,P019]",DeltaC
"DeltaC[P074,P019]",DeltaC
"DeltaC[P075,P019]",DeltaC
"DeltaC[P076,P019]",DeltaC
"DeltaC[P077,P019]",DeltaC
"DeltaC[P078,P019]",DeltaC
"DeltaC[P079,P019]",DeltaC
"DeltaC[P080,P019]",DeltaC
"DeltaC[P081,P019]",DeltaC
"DeltaC[P082,P019]",DeltaC
"DeltaC[P083,P019]",DeltaC
"DeltaC[P084,P019]",DeltaC
"DeltaC[P085,P019]",DeltaC
"DeltaC[P086,P019]",DeltaC
"DeltaC[P087,P019]",DeltaC
"DeltaC[P088,P019]",DeltaC
"DeltaC[P089,P019]",DeltaC
"DeltaC[P090,P019]",DeltaC
"DeltaC[P091,P019]",DeltaC
"DeltaC[P092,P019]",DeltaC
"DeltaC[P093,P019]",DeltaC
"DeltaC[P094,P019]",DeltaC
"DeltaC[P095,P019]",DeltaC
"DeltaC[P096,P019]",DeltaC
"DeltaC[P097,P019]",DeltaC
"DeltaC[P098,P019]",DeltaC
"DeltaC[P099,P019]",DeltaC
"DeltaC[P100,P019]",DeltaC
"DeltaC[P001,P020]",DeltaC
"DeltaC[P002,P020]",DeltaC
"DeltaC[P003,P020]",DeltaC
"DeltaC[P004,P020]",DeltaC
"DeltaC[P005,P020]",DeltaC
"DeltaC[P006,P020]",DeltaC
"DeltaC[P007,P020]",DeltaC
"DeltaC[P008,P020]",DeltaC
"DeltaC[P009,P020]",DeltaC
"DeltaC[P010,P020]",DeltaC
"DeltaC[P011,P020]",DeltaC
"DeltaC[P012,P020]",DeltaC
"DeltaC[P013,P020]",DeltaC
"DeltaC[P014,P020]",DeltaC
"DeltaC[P015,P020]",DeltaC
"DeltaC[P016,P020]",DeltaC
"DeltaC[P017,P020]",DeltaC
"DeltaC[P018,P020]",DeltaC
"DeltaC[P019,P020]",DeltaC
"DeltaC[P020,P020]",DeltaC
"DeltaC[P021,P020]",DeltaC
"DeltaC[P022,P020]",DeltaC
"DeltaC[P023,P020]",DeltaC
"DeltaC[P024,P020]",DeltaC
"DeltaC[P025,P020]",DeltaC
"DeltaC[P026,P020]",DeltaC
"DeltaC[P027,P020]",DeltaC
"DeltaC[P028,P020]",DeltaC
"DeltaC[P029,P020]",DeltaC
"DeltaC[P030,P020]",DeltaC
"DeltaC[P031,P020]",DeltaC
"DeltaC[P032,P020]",DeltaC
"DeltaC[P033,P020]",DeltaC
"DeltaC[P034,P020]",DeltaC
"DeltaC[P035,P020]",DeltaC
"DeltaC[P036,P020]",DeltaC
"DeltaC[P037,P020]",DeltaC
"DeltaC[P038,P020]",DeltaC
"DeltaC[P039,P020]",DeltaC
"DeltaC[P040,P020]",DeltaC
"DeltaC[P041,P020]",DeltaC
"DeltaC[P042,P020]",DeltaC
"DeltaC[P043,P020]",DeltaC
"DeltaC[P044,P020]",DeltaC
"DeltaC[P045,P020]",DeltaC
"DeltaC[P046,P020]",DeltaC
"DeltaC[P047,P020]",DeltaC
"DeltaC[P048,P020]",DeltaC
"DeltaC[P049,P020]",DeltaC
"DeltaC[P050,P020]",DeltaC
"DeltaC[P051,P020]",DeltaC
"DeltaC[P052,P020]",DeltaC
"DeltaC[P053,P020]",DeltaC
"DeltaC[P054,P020]",DeltaC
"DeltaC[P055,P020]",DeltaC
"DeltaC[P056,P020]",DeltaC
"DeltaC[P057,P020]",DeltaC
"DeltaC[P058,P020]",DeltaC
"DeltaC[P059,P020]",DeltaC
"DeltaC[P060,P020]",DeltaC
"DeltaC[P061,P020]",DeltaC
"DeltaC[P062,P020]",DeltaC
"DeltaC[P063,P020]",DeltaC
"DeltaC[P064,P020]",DeltaC
"DeltaC[P065,P020]",DeltaC
"DeltaC[P066,P020]",DeltaC
"DeltaC[P067,P020]",DeltaC
"DeltaC[P068,P020]",DeltaC
"DeltaC[P069,P020]",DeltaC
"DeltaC[P070,P020]",DeltaC
"DeltaC[P071,P020]",DeltaC
"DeltaC[P072,P020]",DeltaC
"DeltaC[P073,P020]",DeltaC
"DeltaC[P074,P020]",DeltaC
"DeltaC[P075,P020]",DeltaC
"DeltaC[P076,P020]",DeltaC
"DeltaC[P077,P020]",DeltaC
"DeltaC[P078,P020]",DeltaC
"DeltaC[P079,P020]",DeltaC
"DeltaC[P080,P020]",DeltaC
"DeltaC[P081,P020]",DeltaC
"DeltaC[P082,P020]",DeltaC
"DeltaC[P083,P020]",DeltaC
"DeltaC[P084,P020]",DeltaC
"DeltaC[P085,P020]",DeltaC
"DeltaC[P086,P020]",DeltaC
"DeltaC[P087,P020]",DeltaC
"DeltaC[P088,P020]",DeltaC
"DeltaC[P089,P020]",DeltaC
"DeltaC[P090,P020]",DeltaC
"DeltaC[P091,P020]",DeltaC
"DeltaC[P092,P020]",DeltaC
"DeltaC[P093,P020]",DeltaC
"DeltaC[P094,P020]",DeltaC
"DeltaC[P095,P020]",DeltaC
"DeltaC[P096,P020]",DeltaC
"DeltaC[P097,P020]",DeltaC
"DeltaC[P098,P020]",DeltaC
"DeltaC[P099,P020]",DeltaC
"DeltaC[P100,P020]",DeltaC
"DeltaC[P001,P021]",DeltaC
"DeltaC[P002,P021]",DeltaC
"DeltaC[P003,P021]",DeltaC
"DeltaC[P004,P021]",DeltaC
"DeltaC[P005,P021]",DeltaC
"DeltaC[P006,P021]",DeltaC
"DeltaC[P007,P021]",DeltaC
"DeltaC[P008,P021]",DeltaC
"DeltaC[P009,P021]",DeltaC
"DeltaC[P010,P021]",DeltaC
"DeltaC[P011,P021]",DeltaC
"DeltaC[P012,P021]",DeltaC
"DeltaC[P013,P021]",DeltaC
"DeltaC[P014,P021]",DeltaC
"DeltaC[P015,P021]",DeltaC
"DeltaC[P016,P021]",DeltaC
"DeltaC[P017,P021]",DeltaC
"DeltaC[P018,P021]",DeltaC
"DeltaC[P019,P021]",DeltaC
"DeltaC[P020,P021]",DeltaC
"DeltaC[P021,P021]",DeltaC
"DeltaC[P022,P021]",DeltaC
"DeltaC[P023,P021]",DeltaC
"DeltaC[P024,P021]",DeltaC
"DeltaC[P025,P021]",DeltaC
"DeltaC[P026,P021]",DeltaC
"DeltaC[P027,P021]",DeltaC
"DeltaC[P028,P021]",DeltaC
"DeltaC[P029,P021]",DeltaC
"DeltaC[P030,P021]",DeltaC
"DeltaC[P031,P021]",DeltaC
"DeltaC[P032,P021]",DeltaC
"DeltaC[P033,P021]",DeltaC
"DeltaC[P034,P021]",DeltaC
"DeltaC[P035,P021]",DeltaC
"DeltaC[P036,P021]",DeltaC
"DeltaC[P037,P021]",DeltaC
"DeltaC[P038,P021]",DeltaC
"DeltaC[P039,P021]",DeltaC
"DeltaC[P040,P021]",DeltaC
"DeltaC[P041,P021]",DeltaC
"DeltaC[P042,P021]",DeltaC
"DeltaC[P043,P021]",DeltaC
"DeltaC[P044,P021]",DeltaC
"DeltaC[P045,P021]",DeltaC
"DeltaC[P046,P021]",DeltaC
"DeltaC[P047,P021]",DeltaC
"DeltaC[P048,P021]",DeltaC
"DeltaC[P049,P021]",DeltaC
"DeltaC[P050,P021]",DeltaC
"DeltaC[P051,P021]",DeltaC
"DeltaC[P052,P021]",DeltaC
"DeltaC[P053,P021]",DeltaC
"DeltaC[P054,P021]",DeltaC
"DeltaC[P055,P021]",DeltaC
"DeltaC[P056,P021]",DeltaC
"DeltaC[P057,P021]",DeltaC
"DeltaC[P058,P021]",DeltaC
"DeltaC[P059,P021]",DeltaC
"DeltaC[P060,P021]",DeltaC
"DeltaC[P061,P021]",DeltaC
"DeltaC[P062,P021]",DeltaC
"DeltaC[P063,P021]",DeltaC
"DeltaC[P064,P021]",DeltaC
"DeltaC[P065,P021]",DeltaC
"DeltaC[P066,P021]",DeltaC
"DeltaC[P067,P021]",DeltaC
"DeltaC[P068,P021]",DeltaC
"DeltaC[P069,P021]",DeltaC
"DeltaC[P070,P021]",DeltaC
"DeltaC[P071,P021]",DeltaC
"DeltaC[P072,P021]",DeltaC
"DeltaC[P073,P021]",DeltaC
"DeltaC[P074,P021]",DeltaC
"DeltaC[P075,P021]",DeltaC
"DeltaC[P076,P021]",DeltaC
"DeltaC[P077,P021]",DeltaC
"DeltaC[P078,P021]",DeltaC
"DeltaC[P079,P021]",DeltaC
"DeltaC[P080,P021]",DeltaC
"DeltaC[P081,P021]",DeltaC
"DeltaC[P082,P021]",DeltaC
"DeltaC[P083,P021]",DeltaC
"DeltaC[P084,P021]",DeltaC
"DeltaC[P085,P021]",DeltaC
"DeltaC[P086,P021]",DeltaC
"DeltaC[P087,P021]",DeltaC
"DeltaC[P088,P021]",DeltaC
"DeltaC[P089,P021]",DeltaC
"DeltaC[P090,P021]",DeltaC
"DeltaC[P091,P021]",DeltaC
"DeltaC[P092,P021]",DeltaC
"DeltaC[P093,P021]",DeltaC
"DeltaC[P094,P021]",DeltaC
"DeltaC[P095,P021]",DeltaC
"DeltaC[P096,P021]",DeltaC
"DeltaC[P097,P021]",DeltaC
"DeltaC[P098,P021]",DeltaC
"DeltaC[P099,P021]",DeltaC
"DeltaC[P100,P021]",DeltaC
"DeltaC[P001,P022]",DeltaC
"DeltaC[P002,P022]",DeltaC
"DeltaC[P003,P022]",DeltaC
"DeltaC[P004,P022]",DeltaC
"DeltaC[P005,P022]",DeltaC
"DeltaC[P006,P022]",DeltaC
"DeltaC[P007,P022]",DeltaC
"DeltaC[P008,P022]",DeltaC
"DeltaC[P009,P022]",DeltaC
"DeltaC[P010,P022]",DeltaC
"DeltaC[P011,P022]",DeltaC
"DeltaC[P012,P022]",DeltaC
"DeltaC[P013,P022]",DeltaC
"DeltaC[P014,P022]",DeltaC
"DeltaC[P015,P022]",DeltaC
"DeltaC[P016,P022]",DeltaC
"DeltaC[P017,P022]",DeltaC
"DeltaC[P018,P022]",DeltaC
"DeltaC[P019,P022]",DeltaC
"DeltaC[P020,P022]",DeltaC
"DeltaC[P021,P022]",DeltaC
"DeltaC[P022,P022]",DeltaC
"DeltaC[P023,P022]",DeltaC
"DeltaC[P024,P022]",DeltaC
"DeltaC[P025,P022]",DeltaC
"DeltaC[P026,P022]",DeltaC
"DeltaC[P027,P022]",DeltaC
"DeltaC[P028,P022]",DeltaC
"DeltaC[P029,P022]",DeltaC
"DeltaC[P030,P022]",DeltaC
"DeltaC[P031,P022]",DeltaC
"DeltaC[P032,P022]",DeltaC
"DeltaC[P033,P022]",DeltaC
"DeltaC[P034,P022]",DeltaC
"DeltaC[P035,P022]",DeltaC
"DeltaC[P036,P022]",DeltaC
"DeltaC[P037,P022]",DeltaC
"DeltaC[P038,P022]",DeltaC
"DeltaC[P039,P022]",DeltaC
"DeltaC[P040,P022]",DeltaC
"DeltaC[P041,P022]",DeltaC
"DeltaC[P042,P022]",DeltaC
"DeltaC[P043,P022]",DeltaC
"DeltaC[P044,P022]",DeltaC
"DeltaC[P045,P022]",DeltaC
"DeltaC[P046,P022]",DeltaC
"DeltaC[P047,P022]",DeltaC
"DeltaC[P048,P022]",DeltaC
"DeltaC[P049,P022]",DeltaC
"DeltaC[P050,P022]",DeltaC
"DeltaC[P051,P022]",DeltaC
"DeltaC[P052,P022]",DeltaC
"DeltaC[P053,P022]",DeltaC
"DeltaC[P054,P022]",DeltaC
"DeltaC[P055,P022]",DeltaC
"DeltaC[P056,P022]",DeltaC
"DeltaC[P057,P022]",DeltaC
"DeltaC[P058,P022]",DeltaC
"DeltaC[P059,P022]",DeltaC
"DeltaC[P060,P022]",DeltaC
"DeltaC[P061,P022]",DeltaC
"DeltaC[P062,P022]",DeltaC
"DeltaC[P063,P022]",DeltaC
"DeltaC[P064,P022]",DeltaC
"DeltaC[P065,P022]",DeltaC
"DeltaC[P066,P022]",DeltaC
"DeltaC[P067,P022]",DeltaC
"DeltaC[P068,P022]",DeltaC
"DeltaC[P069,P022]",DeltaC
"DeltaC[P070,P022]",DeltaC
"DeltaC[P071,P022]",DeltaC
"DeltaC[P072,P022]",DeltaC
"DeltaC[P073,P022]",DeltaC
"DeltaC[P074,P022]",DeltaC
"DeltaC[P075,P022]",DeltaC
"DeltaC[P076,P022]",DeltaC
"DeltaC[P077,P022]",DeltaC
"DeltaC[P078,P022]",DeltaC
"DeltaC[P079,P022]",DeltaC
"DeltaC[P080,P022]",DeltaC
"DeltaC[P081,P022]",DeltaC
"DeltaC[P082,P022]",DeltaC
"DeltaC[P083,P022]",DeltaC
"DeltaC[P084,P022]",DeltaC
"DeltaC[P085,P022]",DeltaC
"DeltaC[P086,P022]",DeltaC
"DeltaC[P087,P022]",DeltaC
"DeltaC[P088,P022]",DeltaC
"DeltaC[P089,P022]",DeltaC
"DeltaC[P090,P022]",DeltaC
"DeltaC[P091,P022]",DeltaC
"DeltaC[P092,P022]",DeltaC
"DeltaC[P093,P022]",DeltaC
"DeltaC[P094,P022]",DeltaC
"DeltaC[P095,P022]",DeltaC
"DeltaC[P096,P022]",DeltaC
"DeltaC[P097,P022]",DeltaC
"DeltaC[P098,P022]",DeltaC
"DeltaC[P099,P022]",DeltaC
"DeltaC[P100,P022]",DeltaC
"DeltaC[P001,P023]",DeltaC
"DeltaC[P002,P023]",DeltaC
"DeltaC[P003,P023]",DeltaC
"DeltaC[P004,P023]",DeltaC
"DeltaC[P005,P023]",DeltaC
"DeltaC[P006,P023]",DeltaC
"DeltaC[P007,P023]",DeltaC
"DeltaC[P008,P023]",DeltaC
"DeltaC[P009,P023]",DeltaC
"DeltaC[P010,P023]",DeltaC
"DeltaC[P011,P023]",DeltaC
"DeltaC[P012,P023]",DeltaC
"DeltaC[P013,P023]",DeltaC
"DeltaC[P014,P023]",DeltaC
"DeltaC[P015,P023]",DeltaC
"DeltaC[P016,P023]",DeltaC
"DeltaC[P017,P023]",DeltaC
"DeltaC[P018,P023]",DeltaC
"DeltaC[P019,P023]",DeltaC
"DeltaC[P020,P023]",DeltaC
"DeltaC[P021,P023]",DeltaC
"DeltaC[P022,P023]",DeltaC
"DeltaC[P023,P023]",DeltaC
"DeltaC[P024,P023]",DeltaC
"DeltaC[P025,P023]",DeltaC
"DeltaC[P026,P023]",DeltaC
"DeltaC[P027,P023]",DeltaC
"DeltaC[P028,P023]",DeltaC
"DeltaC[P029,P023]",DeltaC
"DeltaC[P030,P023]",DeltaC
"DeltaC[P031,P023]",DeltaC
"DeltaC[P032,P023]",DeltaC
"DeltaC[P033,P023]",DeltaC
"DeltaC[P034,P023]",DeltaC
"DeltaC[P035,P023]",DeltaC
"DeltaC[P036,P023]",DeltaC
"DeltaC[P037,P023]",DeltaC
"DeltaC[P038,P023]",DeltaC
"DeltaC[P039,P023]",DeltaC
"DeltaC[P040,P023]",DeltaC
"DeltaC[P041,P023]",DeltaC
"DeltaC[P042,P023]",DeltaC
"DeltaC[P043,P023]",DeltaC
"DeltaC[P044,P023]",DeltaC
"DeltaC[P045,P023]",DeltaC
"DeltaC[P046,P023]",DeltaC
"DeltaC[P047,P023]",DeltaC
"DeltaC[P048,P023]",DeltaC
"DeltaC[P049,P023]",DeltaC
"DeltaC[P050,P023]",DeltaC
"DeltaC[P051,P023]",DeltaC
"DeltaC[P052,P023]",DeltaC
"DeltaC[P053,P023]",DeltaC
"DeltaC[P054,P023]",DeltaC
"DeltaC[P055,P023]",DeltaC
"DeltaC[P056,P023]",DeltaC
"DeltaC[P057,P023]",DeltaC
"DeltaC[P058,P023]",DeltaC
"DeltaC[P059,P023]",DeltaC
"DeltaC[P060,P023]",DeltaC
"DeltaC[P061,P023]",DeltaC
"DeltaC[P062,P023]",DeltaC
"DeltaC[P063,P023]",DeltaC
"DeltaC[P064,P023]",DeltaC
"DeltaC[P065,P023]",DeltaC
"DeltaC[P066,P023]",DeltaC
"DeltaC[P067,P023]",DeltaC
"DeltaC[P068,P023]",DeltaC
"DeltaC[P069,P023]",DeltaC
"DeltaC[P070,P023]",DeltaC
"DeltaC[P071,P023]",DeltaC
"DeltaC[P072,P023]",DeltaC
"DeltaC[P073,P023]",DeltaC
"DeltaC[P074,P023]",DeltaC
"DeltaC[P075,P023]",DeltaC
"DeltaC[P076,P023]",DeltaC
"DeltaC[P077,P023]",DeltaC
"DeltaC[P078,P023]",DeltaC
"DeltaC[P079,P023]",DeltaC
"DeltaC[P080,P023]",DeltaC
"DeltaC[P081,P023]",DeltaC
"DeltaC[P082,P023]",DeltaC
"DeltaC[P083,P023]",DeltaC
"DeltaC[P084,P023]",DeltaC
"DeltaC[P085,P023]",DeltaC
"DeltaC[P086,P023]",DeltaC
"DeltaC[P087,P023]",DeltaC
"DeltaC[P088,P023]",DeltaC
"DeltaC[P089,P023]",DeltaC
"DeltaC[P090,P023]",DeltaC
"DeltaC[P091,P023]",DeltaC
"DeltaC[P092,P023]",DeltaC
"DeltaC[P093,P023]",DeltaC
"DeltaC[P094,P023]",DeltaC
"DeltaC[P095,P023]",DeltaC
"DeltaC[P096,P023]",DeltaC
"DeltaC[P097,P023]",DeltaC
"DeltaC[P098,P023]",DeltaC
"DeltaC[P099,P023]",DeltaC
"DeltaC[P100,P023]",DeltaC
"DeltaC[P001,P024]",DeltaC
"DeltaC[P002,P024]",DeltaC
"DeltaC[P003,P024]",DeltaC
"DeltaC[P004,P024]",DeltaC
"DeltaC[P005,P024]",DeltaC
"DeltaC[P006,P024]",DeltaC
"DeltaC[P007,P024]",DeltaC
"DeltaC[P008,P024]",DeltaC
"DeltaC[P009,P024]",DeltaC
"DeltaC[P010,P024]",DeltaC
"DeltaC[P011,P024]",DeltaC
"DeltaC[P012,P024]",DeltaC
"DeltaC[P013,P024]",DeltaC
"DeltaC[P014,P024]",DeltaC
"DeltaC[P015,P024]",DeltaC
"DeltaC[P016,P024]",DeltaC
"DeltaC[P017,P024]",DeltaC
"DeltaC[P018,P024]",DeltaC
"DeltaC[P019,P024]",DeltaC
"DeltaC[P020,P024]",DeltaC
"DeltaC[P021,P024]",DeltaC
"DeltaC[P022,P024]",DeltaC
"DeltaC[P023,P024]",DeltaC
"DeltaC[P024,P024]",DeltaC
"DeltaC[P025,P024]",DeltaC
"DeltaC[P026,P024]",DeltaC
"DeltaC[P027,P024]",DeltaC
"DeltaC[P028,P024]",DeltaC
"DeltaC[P029,P024]",DeltaC
"DeltaC[P030,P024]",DeltaC
"DeltaC[P031,P024]",DeltaC
"DeltaC[P032,P024]",DeltaC
"DeltaC[P033,P024]",DeltaC
"DeltaC[P034,P024]",DeltaC
"DeltaC[P035,P024]",DeltaC
"DeltaC[P036,P024]",DeltaC
"DeltaC[P037,P024]",DeltaC
"DeltaC[P038,P024]",DeltaC
"DeltaC[P039,P024]",DeltaC
"DeltaC[P040,P024]",DeltaC
"DeltaC[P041,P024]",DeltaC
"DeltaC[P042,P024]",DeltaC
"DeltaC[P043,P024]",DeltaC
"DeltaC[P044,P024]",DeltaC
"DeltaC[P045,P024]",DeltaC
"DeltaC[P046,P024]",DeltaC
"DeltaC[P047,P024]",DeltaC
"DeltaC[P048,P024]",DeltaC
"DeltaC[P049,P024]",DeltaC
"DeltaC[P050,P024]",DeltaC
"DeltaC[P051,P024]",DeltaC
"DeltaC[P052,P024]",DeltaC
"DeltaC[P053,P024]",DeltaC
"DeltaC[P054,P024]",DeltaC
"DeltaC[P055,P024]",DeltaC
"DeltaC[P056,P024]",DeltaC
"DeltaC[P057,P024]",DeltaC
"DeltaC[P058,P024]",DeltaC
"DeltaC[P059,P024]",DeltaC
"DeltaC[P060,P024]",DeltaC
"DeltaC[P061,P024]",DeltaC
"DeltaC[P062,P024]",DeltaC
"DeltaC[P063,P024]",DeltaC
"DeltaC[P064,P024]",DeltaC
"DeltaC[P065,P024]",DeltaC
"DeltaC[P066,P024]",DeltaC
"DeltaC[P067,P024]",DeltaC
"DeltaC[P068,P024]",DeltaC
"DeltaC[P069,P024]",DeltaC
"DeltaC[P070,P024]",DeltaC
"DeltaC[P071,P024]",DeltaC
"DeltaC[P072,P024]",DeltaC
"DeltaC[P073,P024]",DeltaC
"DeltaC[P074,P024]",DeltaC
"DeltaC[P075,P024]",DeltaC
"DeltaC[P076,P024]",DeltaC
"DeltaC[P077,P024]",DeltaC
"DeltaC[P078,P024]",DeltaC
"DeltaC[P079,P024]",DeltaC
"DeltaC[P080,P024]",DeltaC
"DeltaC[P081,P024]",DeltaC
"DeltaC[P082,P024]",DeltaC
"DeltaC[P083,P024]",DeltaC
"DeltaC[P084,P024]",DeltaC
"DeltaC[P085,P024]",DeltaC
"DeltaC[P086,P024]",DeltaC
"DeltaC[P087,P024]",DeltaC
"DeltaC[P088,P024]",DeltaC
"DeltaC[P089,P024]",DeltaC
"DeltaC[P090,P024]",DeltaC
"DeltaC[P091,P024]",DeltaC
"DeltaC[P092,P024]",DeltaC
"DeltaC[P093,P024]",DeltaC
"DeltaC[P094,P024]",DeltaC
"DeltaC[P095,P024]",DeltaC
"DeltaC[P096,P024]",DeltaC
"DeltaC[P097,P024]",DeltaC
"DeltaC[P098,P024]",DeltaC
"DeltaC[P099,P024]",DeltaC
"DeltaC[P100,P024]",DeltaC
"DeltaC[P001,P025]",DeltaC
"DeltaC[P002,P025]",DeltaC
"DeltaC[P003,P025]",DeltaC
"DeltaC[P004,P025]",DeltaC
"DeltaC[P005,P025]",DeltaC
"DeltaC[P006,P025]",DeltaC
"DeltaC[P007,P025]",DeltaC
"DeltaC[P008,P025]",DeltaC
"DeltaC[P009,P025]",DeltaC
"DeltaC[P010,P025]",DeltaC
"DeltaC[P011,P025]",DeltaC
"DeltaC[P012,P025]",DeltaC
"DeltaC[P013,P025]",DeltaC
"DeltaC[P014,P025]",DeltaC
"DeltaC[P015,P025]",DeltaC
"DeltaC[P016,P025]",DeltaC
"DeltaC[P017,P025]",DeltaC
"DeltaC[P018,P025]",DeltaC
"DeltaC[P019,P025]",DeltaC
"DeltaC[P020,P025]",DeltaC
"DeltaC[P021,P025]",DeltaC
"DeltaC[P022,P025]",DeltaC
"DeltaC[P023,P025]",DeltaC
"DeltaC[P024,P025]",DeltaC
"DeltaC[P025,P025]",DeltaC
"DeltaC[P026,P025]",DeltaC
"DeltaC[P027,P025]",DeltaC
"DeltaC[P028,P025]",DeltaC
"DeltaC[P029,P025]",DeltaC
"DeltaC[P030,P025]",DeltaC
"DeltaC[P031,P025]",DeltaC
"DeltaC[P032,P025]",DeltaC
"DeltaC[P033,P025]",DeltaC
"DeltaC[P034,P025]",DeltaC
"DeltaC[P035,P025]",DeltaC
"DeltaC[P036,P025]",DeltaC
"DeltaC[P037,P025]",DeltaC
"DeltaC[P038,P025]",DeltaC
"DeltaC[P039,P025]",DeltaC
"DeltaC[P040,P025]",DeltaC
"DeltaC[P041,P025]",DeltaC
"DeltaC[P042,P025]",DeltaC
"DeltaC[P043,P025]",DeltaC
"DeltaC[P044,P025]",DeltaC
"DeltaC[P045,P025]",DeltaC
"DeltaC[P046,P025]",DeltaC
"DeltaC[P047,P025]",DeltaC
"DeltaC[P048,P025]",DeltaC
"DeltaC[P049,P025]",DeltaC
"DeltaC[P050,P025]",DeltaC
"DeltaC[P051,P025]",DeltaC
"DeltaC[P052,P025]",DeltaC
"DeltaC[P053,P025]",DeltaC
"DeltaC[P054,P025]",DeltaC
"DeltaC[P055,P025]",DeltaC
"DeltaC[P056,P025]",DeltaC
"DeltaC[P057,P025]",DeltaC
"DeltaC[P058,P025]",DeltaC
"DeltaC[P059,P025]",DeltaC
"DeltaC[P060,P025]",DeltaC
"DeltaC[P061,P025]",DeltaC
"DeltaC[P062,P025]",DeltaC
"DeltaC[P063,P025]",DeltaC
"DeltaC[P064,P025]",DeltaC
"DeltaC[P065,P025]",DeltaC
"DeltaC[P066,P025]",DeltaC
"DeltaC[P067,P025]",DeltaC
"DeltaC[P068,P025]",DeltaC
"DeltaC[P069,P025]",DeltaC
"DeltaC[P070,P025]",DeltaC
"DeltaC[P071,P025]",DeltaC
"DeltaC[P072,P025]",DeltaC
"DeltaC[P073,P025]",DeltaC
"DeltaC[P074,P025]",DeltaC
"DeltaC[P075,P025]",DeltaC
"DeltaC[P076,P025]",DeltaC
"DeltaC[P077,P025]",DeltaC
"DeltaC[P078,P025]",DeltaC
"DeltaC[P079,P025]",DeltaC
"DeltaC[P080,P025]",DeltaC
"DeltaC[P081,P025]",DeltaC
"DeltaC[P082,P025]",DeltaC
"DeltaC[P083,P025]",DeltaC
"DeltaC[P084,P025]",DeltaC
"DeltaC[P085,P025]",DeltaC
"DeltaC[P086,P025]",DeltaC
"DeltaC[P087,P025]",DeltaC
"DeltaC[P088,P025]",DeltaC
"DeltaC[P089,P025]",DeltaC
"DeltaC[P090,P025]",DeltaC
"DeltaC[P091,P025]",DeltaC
"DeltaC[P092,P025]",DeltaC
"DeltaC[P093,P025]",DeltaC
"DeltaC[P094,P025]",DeltaC
"DeltaC[P095,P025]",DeltaC
"DeltaC[P096,P025]",DeltaC
"DeltaC[P097,P025]",DeltaC
"DeltaC[P098,P025]",DeltaC
"DeltaC[P099,P025]",DeltaC
"DeltaC[P100,P025]",DeltaC
"DeltaC[P001,P026]",DeltaC
"DeltaC[P002,P026]",DeltaC
"DeltaC[P003,P026]",DeltaC
"DeltaC[P004,P026]",DeltaC
"DeltaC[P005,P026]",DeltaC
"DeltaC[P006,P026]",DeltaC
"DeltaC[P007,P026]",DeltaC
"DeltaC[P008,P026]",DeltaC
"DeltaC[P009,P026]",DeltaC
"DeltaC[P010,P026]",DeltaC
"DeltaC[P011,P026]",DeltaC
"DeltaC[P012,P026]",DeltaC
"DeltaC[P013,P026]",DeltaC
"DeltaC[P014,P026]",DeltaC
"DeltaC[P015,P026]",DeltaC
"DeltaC[P016,P026]",DeltaC
"DeltaC[P017,P026]",DeltaC
"DeltaC[P018,P026]",DeltaC
"DeltaC[P019,P026]",DeltaC
"DeltaC[P020,P026]",DeltaC
"DeltaC[P021,P026]",DeltaC
"DeltaC[P022,P026]",DeltaC
"DeltaC[P023,P026]",DeltaC
"DeltaC[P024,P026]",DeltaC
"DeltaC[P025,P026]",DeltaC
"DeltaC[P026,P026]",DeltaC
"DeltaC[P027,P026]",DeltaC
"DeltaC[P028,P026]",DeltaC
"DeltaC[P029,P026]",DeltaC
"DeltaC[P030,P026]",DeltaC
"DeltaC[P031,P026]",DeltaC
"DeltaC[P032,P026]",DeltaC
"DeltaC[P033,P026]",DeltaC
